timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal,adx,plus_di,minus_di,sar,cci,mfi,roc,willr,trix
2025-05-08 07:28:06.863775,1.128625,1.128625,1.128625,1.128625,1,1.12855,1.1287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2025-05-08 07:28:06.886902,1.128625,1.128625,1.128625,1.128625,1,1.12855,1.1287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128625,,,,,
2025-05-08 07:28:07.071704,1.128625,1.128625,1.128625,1.128625,1,1.12855,1.1287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128625,,,,,
2025-05-08 07:28:09.491808,1.128645,1.128645,1.128645,1.128645,1,1.12864,1.12865,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128625,,,,,
2025-05-08 07:28:12.219348,1.128675,1.128675,1.128675,1.128675,1,1.12867,1.12868,0.0,0.0,1.1286390000000002,1.1286390000000002,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128625,,,,,
2025-05-08 07:28:12.424647,1.128755,1.128755,1.128755,1.128755,1,1.12868,1.12883,0.0,0.0,1.1286650000000003,1.1286776666666667,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128628,,,,,
2025-05-08 07:28:12.546953,1.128755,1.128755,1.128755,1.128755,1,1.12868,1.12883,0.0,0.0,1.1286910000000003,1.1287034444444444,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.12863816,,,,,
2025-05-08 07:28:12.550772,1.128755,1.128755,1.128755,1.128755,1,1.12868,1.12883,0.0,0.0,1.1287170000000004,1.1287206296296295,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.1286475072,,,,,
2025-05-08 07:28:12.849390,1.128755,1.128755,1.128755,1.128755,1,1.12868,1.12883,0.0,0.0,1.1287390000000004,1.128732086419753,,,,,,,,,,,,,100.0,100.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128656106624,,,,,
2025-05-08 07:28:15.207669,1.128655,1.128655,1.128655,1.128655,1,1.12865,1.12866,0.0,0.0,1.1287350000000003,1.128706390946502,1.128687,1.128687,,,,,,,,,,,66.66666666666667,88.8888888888889,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128755,,,,,
2025-05-08 07:28:18.112007,1.128725,1.128725,1.128725,1.128725,1,1.12872,1.12873,0.0,0.0,1.1287290000000003,1.1287125939643348,1.128697,1.1286939090909092,,,,,,,,,,,56.666666666674075,74.44444444444692,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128755,,,0.00886033890796778,,
2025-05-08 07:28:18.171658,1.128725,1.128725,1.128725,1.128725,1,1.12872,1.12873,0.0,0.0,1.1287230000000004,1.1287167293095566,1.128707,1.1286995619834712,,,,,,,,,,,46.666666666681486,56.66666666667408,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.128753,,,0.00886033890796778,,
2025-05-08 07:28:18.209147,1.128725,1.128725,1.128725,1.128725,1,1.12872,1.12873,0.0,0.0,1.1287170000000004,1.128719486206371,1.128717,1.1287041870773855,,,,,,,,,,,70.00000000002223,57.77777777779261,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.1287510399999998,,,0.00886033890796778,,
2025-05-08 07:28:18.424193,1.128725,1.128725,1.128725,1.128725,1,1.12872,1.12873,0.0,0.0,1.1287110000000005,1.1287213241375806,1.1287249999999998,1.1287079712451336,,,,,,,,,,,80.00000000001482,65.55555555557287,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.1287491191999999,37.57062146912126,,0.007088145519640321,-23.07692307690994,
2025-05-08 07:28:18.760718,1.12895,1.12895,1.12895,1.12895,1,1.1288,1.1291,0.0,0.0,1.1287700000000005,1.1287975494250537,1.1287524999999998,1.1287519764732912,,,,,,,,,,80.95238095237893,90.0000000000074,80.00000000001484,3.7499999999991906e-05,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,81.56028368794122,18.439716312058767,1.128655,280.8763693270482,83.3345022927601,0.024364852592628772,-0.0,
2025-05-08 07:28:20.946273,1.128695,1.128695,1.128695,1.128695,1,1.12869,1.1287,0.0,0.0,1.1287640000000003,1.1287633662833692,1.1287464999999999,1.128741617114511,,,,,,,,,,53.15055315055546,66.66666666666667,78.88888888889632,5.303571428569921e-05,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52.77836616536275,47.221633834637245,1.1286608999999999,-42.691903259696765,71.42992747845237,-0.005315591071575199,-78.46153846152795,
2025-05-08 07:28:23.790774,1.128725,1.128725,1.128725,1.128725,1,1.12867,1.12878,0.0,0.0,1.1287640000000003,1.1287505775222462,1.1287435,1.1287385958209635,,,,,,,,,,55.10406694323415,37.254901960782604,64.64052287581892,5.139030612243316e-05,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.79929919782176,45.20070080217822,1.1286666819999998,-12.612612612626435,75.00117665624751,-0.0026577955357875993,-73.77049180325244,
2025-05-08 07:28:23.902418,1.128725,1.128725,1.128725,1.128725,1,1.12867,1.12878,0.0,0.0,1.1287640000000003,1.1287420516814974,1.1287404999999997,1.1287361238535156,,,,,,,,,,55.104066943234145,7.843137254898544,37.254901960782625,4.7719569970830795e-05,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.79929919782176,45.20070080217822,1.1286723483599999,-23.60570687402756,71.43021675243445,-0.0026577955357875993,-76.27118644066776,
2025-05-08 07:28:23.911465,1.128725,1.128725,1.128725,1.128725,1,1.12867,1.12878,0.0,0.0,1.1287640000000003,1.128736367787665,1.1287374999999997,1.1287341013346945,,,,,,,,,,55.104066943234145,11.764705882347817,18.954248366009672,4.43110292586286e-05,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.799299197821774,45.20070080217822,1.1286779013927999,-31.715210355656925,66.66890611376441,-0.0026577955357875993,-76.27118644066776,
2025-05-08 07:28:24.106964,1.128765,1.128765,1.128765,1.128765,1,1.12874,1.12879,0.0,0.0,1.1287270000000003,1.1287459118584433,1.1287484999999997,1.128739719273841,1.1287177499999999,1.1287177499999999,,,,,,,,58.019181981426016,41.17647058823187,20.261437908492763,4.400309859730084e-05,1.1288587987530454,1.1287177499999999,1.1285767012469543,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.80641483309606,42.1935851669039,1.128683343364944,38.520523229979226,66.6689553290026,0.009746113737141293,-62.71186440675287,
2025-05-08 07:28:24.468937,1.128735,1.128735,1.128735,1.128735,1,1.12873,1.12874,0.0,0.0,1.1287350000000003,1.1287422745722955,1.1287494999999999,1.1287388612240519,1.1287232499999997,1.1287193928571426,,,,,,,,55.12805407493645,45.588235294162196,32.84313725491398,4.300287726892038e-05,1.1288578336252555,1.1287232499999997,1.128588666374744,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.85862945328711,45.14137054671285,1.128688676497645,-12.280701754163887,57.14494542002848,0.0008859553921602981,-72.88135593217022,
2025-05-08 07:28:26.659033,1.128745,1.128745,1.128745,1.128745,1,1.12874,1.12875,0.0,0.0,1.1287390000000002,1.128743183048197,1.1287515,1.1287399773651334,1.1287292499999997,1.1287218316326528,,,,,,,,55.916612886199445,58.333333333472105,48.366013071955415,4.064552889257361e-05,1.1288562647743818,1.1287292499999997,1.1286022352256175,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.67011329285155,44.32988670714841,1.1286939029676921,7.312440646276478,62.50180647940559,0.0017719107842983917,-69.49152542367268,
2025-05-08 07:28:29.465475,1.128695,1.128695,1.128695,1.128695,1,1.12863,1.12876,0.0,0.0,1.128733,1.1287271220321313,1.1287485,1.1287317996623818,1.1287327499999997,1.1287192762390668,,,,,,,,51.08281289307477,25.000000000138773,42.97385620925772,4.131370540025446e-05,1.128851681711651,1.1287327499999997,1.1286138182883485,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.757010429492965,49.24298957050699,1.12895,-78.11158798272662,55.557458688078874,-0.0026578661764364853,-86.44067796608512,
2025-05-08 07:28:29.602445,1.128745,1.128745,1.128745,1.128745,1,1.12874,1.12875,0.0,0.0,1.128737,1.1287330813547543,1.1287505000000002,1.128734199723767,1.1287377499999998,1.1287217261210605,,,,,,,,55.24896908740911,40.476190476328306,41.26984126997976,4.1934155014529535e-05,1.1288497087062406,1.1287377499999998,1.128625791293759,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.030983886886474,44.96901611311348,1.1289448999999998,3.5897435903152823,66.66799556639675,0.0017719107842983917,-80.39215686269557,
2025-05-08 07:28:29.682980,1.128745,1.128745,1.128745,1.128745,1,1.12874,1.12875,0.0,0.0,1.128733,1.128737054236503,1.1287300000000002,1.1287361634103548,1.1287412499999996,1.1287239426809594,,,,,,,,55.248969087409115,57.14285714290245,40.8730158731232,3.8938858227777425e-05,1.128849456987713,1.1287412499999996,1.1286330430122862,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.03098388688649,44.96901611311348,1.1289399019999997,0.7349081367811907,62.501612670133234,-0.018158465831064063,-80.39215686269557,
2025-05-08 07:28:29.747171,1.128745,1.128745,1.128745,1.128745,1,1.12874,1.12875,0.0,0.0,1.1287350000000003,1.1287397028243353,1.1287350000000003,1.1287377700630175,1.1287407499999995,1.1287259481399157,,,,,,,,55.248969087409115,90.47619047623579,62.69841269848888,3.6157511211507614e-05,1.12884879051343,1.1287407499999995,1.1286327094865691,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.03098388688649,44.96901611311348,1.1289350039599997,-2.2435897435685073,62.501612670133234,0.004429894701418746,-80.39215686269557,
2025-05-08 07:28:30.145054,1.128745,1.128745,1.128745,1.128745,1,1.12874,1.12875,0.0,0.0,1.1287350000000003,1.128741468549557,1.1287370000000003,1.1287390845970142,1.1287402499999994,1.128727762602781,,,,,,,,55.24896908740911,100.0,82.53968253971279,3.357483183925707e-05,1.1288481145109233,1.1287402499999994,1.1286323854890756,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.030983886886474,44.96901611311348,1.1289302038807998,-5.3030303028349435,62.501612670133234,0.0017719107842983917,-80.39215686269557,
2025-05-08 07:28:32.384338,1.128845,1.128845,1.128845,1.128845,1,1.12884,1.12885,0.0,0.0,1.1287650000000002,1.128775979033038,1.1287490000000004,1.1287583419430116,1.1287447499999992,1.1287389280691829,,,,,,,,63.59068366310166,100.0,96.82539682541197,3.831948670788078e-05,1.1288618173120577,1.1287447499999992,1.1286276826879407,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.499389224082806,63.543073565536524,36.45692643446345,1.1289254998031837,142.22766217839703,66.6683892941165,0.010631464705768146,-41.17647058817383,
2025-05-08 07:28:35.232367,1.128755,1.128755,1.128755,1.128755,1,1.12869,1.12882,0.0,0.0,1.1287670000000003,1.1287689860220254,1.1287520000000004,1.1287577343170094,1.1287447499999992,1.1287404587292607,,,,,,,,53.859953146096515,69.99999999994819,89.99999999998276,4.201095194304255e-05,1.1288618173120577,1.1287447499999992,1.1286276826879407,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.991212802652347,53.69245966202819,46.30754033797179,1.12892088980712,39.2523364482085,55.55653993299343,0.0026578661764364853,-60.00000000005921,
2025-05-08 07:28:35.311943,1.128805,1.128805,1.128805,1.128805,1,1.1288,1.12881,0.0,0.0,1.1287790000000002,1.1287809906813502,1.1287560000000005,1.1287663280775533,1.1287522499999993,1.1287466055169502,,,,,,,,57.72983798978875,56.666666666600044,75.55555555551611,4.258159823283276e-05,1.1288644763502225,1.1287522499999993,1.1286400236497762,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.080822958852023,57.6228774947239,42.37712250527608,1.1289163720109776,150.98039215643252,66.6675197845418,0.0035436959863188733,-26.666666666676534,
2025-05-08 07:28:35.449677,1.128805,1.128805,1.128805,1.128805,1,1.1288,1.12881,0.0,0.0,1.128791,1.1287889937875668,1.1287630000000004,1.12877335933618,1.1287562499999992,1.1287521668962883,,,,,,,,57.72983798978875,43.333333333251915,56.66666666660007,3.954005550191614e-05,1.128869998648151,1.1287562499999992,1.1286425013518475,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.164032389608865,57.6228774947239,42.37712250527608,1.128911944570758,116.66666666679806,62.501093566066345,0.006201632801317025,-26.666666666676534,
2025-05-08 07:28:35.582765,1.128815,1.128815,1.128815,1.128815,1,1.12881,1.12882,0.0,0.0,1.1288049999999998,1.1287976625250444,1.1287700000000003,1.1287809303659655,1.1287607499999992,1.1287581510014038,,,,,,,,58.53648857197481,62.222222222137795,54.074074073996606,3.743005153748238e-05,1.1288763041191714,1.1287607499999992,1.128645195880827,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35818167440185,58.44106118835533,41.55893881164466,1.1289076056793428,109.9787685774844,66.66781508440133,0.006201577858577778,-20.000000000118423,
2025-05-08 07:28:35.792072,1.128765,1.128765,1.128765,1.128765,1,1.1287,1.12883,0.0,0.0,1.1287889999999998,1.1287867750166962,1.1287770000000001,1.12877803393579,1.1287627499999995,1.1287588032869844,,,,,,,,53.08200605430078,47.77777777774927,51.11111111104635,3.8327904999082456e-05,1.1288771386044878,1.1287627499999995,1.1286483613955112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.752250503233785,52.93757263902447,47.0624273609755,1.128903353565756,0.0,60.0010453884637,0.006201852581955158,-53.33333333335307,
2025-05-08 07:28:38.112746,1.128805,1.128805,1.128805,1.128805,1,1.1288,1.12881,0.0,0.0,1.1287989999999997,1.1287928500111308,1.128783,1.1287829368565554,1.1287667499999994,1.1287632029739383,,,,,2.77302407385438e-05,2.8778778755918683e-05,-1.0485380173748844e-06,56.56862983715022,54.44444444451957,54.81481481480224,3.844734035629371e-05,1.1288811735707704,1.1287667499999994,1.1286523264292283,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.694135968338966,56.46932350735313,43.530676492646826,1.1288991864944409,73.53535353535088,60.00118713184516,0.005315638164504755,-26.666666666676534,
2025-05-08 07:28:40.945788,1.128815,1.128815,1.128815,1.128815,1,1.12881,1.12882,0.0,0.0,1.1288009999999997,1.1288002333407539,1.12879,1.128788766519,1.1287599999999993,1.1287681360240394,,,,,2.8277735886428346e-05,2.8678570182020616e-05,-4.0083429559227004e-07,57.420533645151885,65.5555555556855,55.925925925984814,3.641538747369012e-05,1.1288416088536364,1.1287599999999993,1.1286783911463623,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.763327095768835,57.331405876178565,42.668594123821414,1.128895102764552,77.77777777777777,70.00108081387056,0.006201577858577778,-20.000000000118423,
2025-05-08 07:28:40.979812,1.128815,1.128815,1.128815,1.128815,1,1.12881,1.12882,0.0,0.0,1.1288029999999996,1.1288051555605025,1.128797,1.128793536242818,1.1287659999999993,1.1287725992598452,,,,,2.838443167596516e-05,2.8619742480809526e-05,-2.3531080484436555e-07,57.420533645151885,93.33333333342216,71.11111111120911,3.381428836842654e-05,1.1288452212383442,1.1287659999999993,1.1286867787616544,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.827575999810858,57.33140587617855,42.66859412382141,1.128891100709261,66.66666666657959,66.66797912599067,0.006201577858577778,-20.000000000118423,
2025-05-08 07:28:41.141062,1.128815,1.128815,1.128815,1.128815,1,1.12881,1.12882,0.0,0.0,1.1288029999999996,1.128808437040335,1.128804,1.128797438744124,1.1287704999999995,1.128776637425574,,,,,2.814455593647125e-05,2.852470517194187e-05,-3.8014923547061993e-07,57.420533645151885,100.00000000000001,86.29629629636925,3.1398982056396077e-05,1.1288501178566661,1.1287704999999995,1.1286908821433328,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.887235696421309,57.33140587617855,42.66859412382141,1.1288871786950758,58.3333333333624,75.00074747933358,0.006201577858577778,-30.00000000019984,
2025-05-08 07:28:41.330819,1.128815,1.128815,1.128815,1.128815,1,1.12881,1.12882,0.0,0.0,1.1288129999999996,1.1288106246935568,1.1288009999999997,1.1288006316997379,1.1287749999999994,1.128780291004091,,,,,2.7635883423249297e-05,2.8346940822203356e-05,-7.110573989540595e-07,57.420533645151885,100.00000000000001,97.77777777780743,2.9156197623796356e-05,1.1288539936907653,1.1287749999999994,1.1286960063092335,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.942633986131012,57.33140587617855,42.66859412382141,1.1288833351211742,51.851851852187664,71.42960196061433,-0.002657583636389571,-30.00000000019984,
2025-05-08 07:28:41.466976,1.128825,1.128825,1.128825,1.128825,1,1.12882,1.12883,0.0,0.0,1.1288169999999995,1.1288154164623712,1.1288079999999998,1.1288050622997856,1.1287799999999995,1.1287845490037014,,,,,2.7720132782738105e-05,2.8221579214310307e-05,-5.014464315722016e-07,58.51503545904792,100.00000000000001,100.00000000000004,2.7787897793529868e-05,1.1288583581723401,1.1287799999999995,1.1287016418276588,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15223111438345,58.438496890832546,41.561503109167404,1.1288795684187507,69.81627296613335,75.00096894610776,0.006201522916837732,-20.000000000133227,
2025-05-08 07:28:43.831457,1.128735,1.128735,1.128735,1.128735,1,1.12866,1.12881,0.0,0.0,1.1288009999999995,1.1287886109749141,1.1288009999999997,1.1287923236998245,1.1287784999999992,1.128779830050968,,,,,2.029075398701785e-05,2.6635414168851814e-05,-6.344660181833963e-06,46.844257126065166,66.66666666666669,88.88888888888893,3.223161937970084e-05,1.12885906676845,1.1287784999999992,1.1286979332315485,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.613423550013012,46.695537393401324,53.304462606598634,1.1288758770503757,-153.78787878670798,66.66797911048792,-0.006201248222681421,-100.0,
2025-05-08 07:28:46.644103,1.128745,1.128745,1.128745,1.128745,1,1.12869,1.1288,0.0,0.0,1.1287869999999995,1.1287740739832761,1.1287949999999998,1.1287837193907655,1.1287789999999993,1.1287765129032568,,,,,1.5036502748477787e-05,2.431563188477701e-05,-9.279129136299222e-06,48.0832868115333,37.03703703706447,67.90123456791042,3.0643646566869744e-05,1.1288585990183455,1.1287789999999993,1.1286994009816531,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.934302335205771,47.94713672864416,52.0528632713558,1.1288722595093683,-129.0404040391437,70.00104536623697,-0.00531535561942853,-90.90909090903587,
